view,condition,waterfront,viewnew,conditionnew,waterfrontnew,price,bedrooms,bathrooms
0,3,0,0,2,0,220000.0,4,1.75
0,4,0,0,3,0,452000.0,4,2.25
0,3,0,0,2,0,382500.0,2,1.0
0,3,0,0,2,0,519950.0,3,2.25
0,3,0,0,2,0,665000.0,2,1.0
0,4,0,0,3,0,527700.0,5,2.5
0,4,0,0,3,0,205000.0,3,1.0
0,4,0,0,3,0,420000.0,3,1.0
0,4,0,0,3,0,500000.0,4,2.25
0,4,0,0,3,0,921500.0,4,2.5
0,3,0,0,2,0,890000.0,4,1.0
0,3,0,0,2,0,430000.0,2,2.5
0,4,0,0,3,0,258000.0,5,2.0
0,3,0,0,2,0,511000.0,3,1.0
0,3,0,0,2,0,532170.0,3,2.0
0,3,0,0,2,0,560000.0,3,1.0
0,4,0,0,3,0,282950.0,3,1.0
3,3,0,3,2,0,2250000.0,4,3.25
0,3,0,0,2,0,350000.0,1,1.0
0,4,0,0,3,0,215000.0,3,1.0
0,3,0,0,2,0,650000.0,5,3.5
0,3,0,0,2,0,320000.0,4,2.75
0,3,0,0,2,0,247000.0,3,2.0
0,4,0,0,3,0,320000.0,4,1.75
0,3,0,0,2,0,255000.0,5,2.25
0,3,0,0,2,0,438000.0,3,1.75
0,3,0,0,2,0,900000.0,3,2.5
0,3,0,0,2,0,441000.0,3,2.75
0,4,0,0,3,0,420000.0,3,2.0
0,3,0,0,2,0,370000.0,3,1.75
0,5,0,0,4,0,269950.0,2,1.75
0,3,0,0,2,0,807100.0,4,2.5
0,4,0,0,3,0,653000.0,3,2.5
0,5,0,0,4,0,371500.0,3,2.0
0,3,0,0,2,0,284000.0,3,1.75
0,4,0,0,3,0,272000.0,3,1.75
0,3,0,0,2,0,313000.0,3,1.5
0,3,0,0,2,0,917500.0,4,2.5
0,4,0,0,3,0,673000.0,4,2.25
0,3,0,0,2,0,425000.0,3,2.5
0,3,0,0,2,0,399950.0,5,2.75
0,3,0,0,2,0,385000.0,3,1.0
2,4,0,2,3,0,269950.0,3,1.5
0,3,0,0,2,0,330000.0,2,1.0
0,3,0,0,2,0,260000.0,3,2.5
0,4,0,0,3,0,470000.0,4,3.0
0,5,0,0,4,0,589000.0,4,3.0
0,3,0,0,2,0,163500.0,2,1.5
0,3,0,0,2,0,835000.0,4,2.75
2,4,0,2,3,0,1095000.0,5,3.0
0,4,0,0,3,0,269000.0,4,1.75
0,3,0,0,2,0,560000.0,3,2.5
0,4,0,0,3,0,615000.0,4,1.0
0,3,0,0,2,0,585188.0,3,2.25
0,3,0,0,2,0,305000.0,3,1.75
0,3,0,0,2,0,166950.0,3,1.0
0,4,0,0,3,0,799000.0,3,2.5
0,4,0,0,3,0,400000.0,3,2.5
0,3,0,0,2,0,230000.0,3,1.0
0,3,0,0,2,0,256883.0,3,2.5
0,5,0,0,4,0,423000.0,4,2.0
0,3,0,0,2,0,465000.0,3,2.5
0,3,0,0,2,0,440000.0,3,2.5
0,4,0,0,3,0,385000.0,3,1.75
0,4,0,0,3,0,210000.0,3,1.0
0,3,0,0,2,0,297000.0,3,2.5
0,3,0,0,2,0,470000.0,3,1.0
0,4,0,0,3,0,226500.0,3,1.5
0,4,0,0,3,0,274250.0,3,1.0
0,4,0,0,3,0,840000.0,4,1.75
0,3,0,0,2,0,677900.0,3,2.5
0,3,0,0,2,0,425000.0,3,1.0
0,3,0,0,2,0,180250.0,2,0.75
0,3,0,0,2,0,464000.0,6,3.0
0,3,0,0,2,0,320000.0,4,2.25
0,3,0,0,2,0,625504.0,3,2.25
0,3,0,0,2,0,592500.0,4,2.5
0,3,0,0,2,0,465000.0,3,2.5
0,3,0,0,2,0,477000.0,4,2.75
0,3,0,0,2,0,280000.0,2,1.0
3,3,0,3,2,0,1505000.0,5,3.0
0,3,0,0,2,0,445838.0,3,2.5
3,3,0,3,2,0,1072000.0,2,2.25
0,4,0,0,3,0,467000.0,2,1.5
0,3,0,0,2,0,686000.0,4,2.5
0,3,0,0,2,0,279950.0,3,2.0
0,3,0,0,2,0,527000.0,4,2.25
0,4,0,0,3,0,325000.0,3,2.25
0,3,0,0,2,0,328000.0,3,2.25
0,5,0,0,4,0,390000.0,3,2.25
0,3,0,0,2,0,479950.0,2,2.0
0,4,0,0,3,0,264950.0,4,2.25
0,4,0,0,3,0,235000.0,3,1.0
0,3,0,0,2,0,516500.0,3,2.5
4,3,1,4,2,1,655000.0,2,1.75
0,5,0,0,4,0,500000.0,4,2.75
0,3,0,0,2,0,315000.0,6,2.75
0,3,0,0,2,0,213000.0,2,1.0
0,5,0,0,4,0,475000.0,3,1.5
0,3,0,0,2,0,1025000.0,5,4.0
0,5,0,0,4,0,416000.0,3,2.0
0,3,0,0,2,0,410000.0,4,1.0
0,3,0,0,2,0,800000.0,3,3.5
2,4,0,2,3,0,472000.0,6,2.5
0,4,0,0,3,0,225000.0,3,1.75
0,3,0,0,2,0,210000.0,2,1.0
0,2,0,0,1,0,455000.0,2,1.0
0,4,0,0,3,0,225000.0,3,1.0
2,4,0,2,3,0,480000.0,2,1.0
0,3,0,0,2,0,363000.0,3,2.5
4,3,1,4,2,1,2400000.0,4,2.5
0,3,0,0,2,0,181000.0,2,1.5
0,4,0,0,3,0,250000.0,4,2.0
0,4,0,0,3,0,481000.0,3,1.75
0,4,0,0,3,0,260000.0,3,2.0
0,3,0,0,2,0,455000.0,4,2.5
0,3,0,0,2,0,415000.0,3,2.25
0,3,0,0,2,0,349500.0,3,1.0
0,3,0,0,2,0,245000.0,3,2.5
2,5,0,2,4,0,592500.0,2,2.0
0,4,0,0,3,0,385000.0,4,1.75
0,4,0,0,3,0,315000.0,3,1.75
0,3,0,0,2,0,255000.0,3,1.0
0,3,0,0,2,0,693000.0,4,2.5
0,3,0,0,2,0,780000.0,3,1.0
0,4,0,0,3,0,237000.0,3,1.75
0,3,0,0,2,0,525000.0,3,2.25
0,3,0,0,2,0,425000.0,2,1.0
4,5,1,4,4,1,369900.0,1,0.75
0,4,0,0,3,0,290000.0,4,2.5
0,3,0,0,2,0,285000.0,3,1.0
0,3,0,0,2,0,415000.0,2,1.0
0,3,0,0,2,0,272500.0,3,2.5
2,3,0,2,2,0,2900000.0,4,3.25
0,4,0,0,3,0,1365000.0,4,4.75
0,4,0,0,3,0,436000.0,2,1.0
0,4,0,0,3,0,210000.0,3,1.0
0,3,0,0,2,0,236000.0,3,1.0
0,3,0,0,2,0,331000.0,3,1.75
0,3,0,0,2,0,365000.0,3,2.5
0,5,0,0,4,0,450000.0,3,2.0
0,3,0,0,2,0,770000.0,4,2.75
0,3,0,0,2,0,455000.0,4,2.5
0,3,0,0,2,0,405000.0,3,1.75
0,4,0,0,3,0,304900.0,4,1.75
0,3,0,0,2,0,170000.0,2,1.0
1,5,0,1,4,0,2050000.0,5,3.0
0,3,0,0,2,0,780000.0,4,2.5
0,4,0,0,3,0,330000.0,3,3.0
0,3,0,0,2,0,370000.0,4,2.5
0,3,0,0,2,0,467000.0,5,2.25
0,3,0,0,2,0,405000.0,3,1.75
0,3,0,0,2,0,675000.0,5,2.25
0,4,0,0,3,0,500000.0,2,1.0
0,4,0,0,3,0,389999.0,4,2.5
2,4,0,2,3,0,630000.0,4,1.75
0,3,0,0,2,0,360000.0,4,2.5
0,3,0,0,2,0,580000.0,4,3.0
3,5,0,3,4,0,550000.0,3,2.0
0,3,0,0,2,0,879000.0,4,2.5
0,3,0,0,2,0,265000.0,3,2.0
0,3,0,0,2,0,446500.0,3,2.5
0,3,0,0,2,0,404000.0,3,1.5
2,3,0,2,2,0,267500.0,3,1.75
4,3,1,4,2,1,3075000.0,4,5.0
0,3,0,0,2,0,335000.0,3,2.5
0,4,0,0,3,0,576000.0,3,2.5
0,3,0,0,2,0,208633.0,3,2.5
0,4,0,0,3,0,315000.0,3,2.25
0,4,0,0,3,0,725000.0,3,1.75
0,4,0,0,3,0,550000.0,4,2.75
0,3,0,0,2,0,610750.0,4,2.25
0,4,0,0,3,0,550700.0,2,1.0
0,5,0,0,4,0,665000.0,4,2.75
2,5,0,2,4,0,834000.0,4,2.5
0,3,0,0,2,0,201000.0,5,1.75
4,5,0,4,4,0,2384000.0,5,2.5
3,3,0,3,2,0,1384000.0,4,3.25
3,3,0,3,2,0,1400000.0,4,3.25
0,3,0,0,2,0,305000.0,4,2.25
0,5,0,0,4,0,487000.0,3,2.0
0,4,0,0,3,0,390000.0,3,2.5
0,4,0,0,3,0,548000.0,2,1.0
0,3,0,0,2,0,268750.0,4,1.0
0,3,0,0,2,0,819900.0,5,2.75
0,3,0,0,2,0,520000.0,3,2.25
0,3,0,0,2,0,230000.0,3,2.0
0,3,0,0,2,0,240000.0,3,1.75
0,3,0,0,2,0,232000.0,2,1.0
0,3,0,0,2,0,240500.0,2,1.0
0,3,0,0,2,0,274975.0,3,2.5
0,4,0,0,3,0,740000.0,4,2.0
0,2,0,0,1,0,186375.0,3,1.0
0,4,0,0,3,0,790000.0,3,2.25
0,3,0,0,2,0,880000.0,4,3.5
0,4,0,0,3,0,279000.0,6,1.75
2,3,0,2,2,0,295000.0,3,2.0
0,3,0,0,2,0,640000.0,2,1.0
0,5,0,0,4,0,940000.0,4,2.0
0,3,0,0,2,0,260000.0,4,2.5
0,3,0,0,2,0,559900.0,3,2.75
0,5,0,0,4,0,791500.0,4,2.0
0,3,0,0,2,0,265000.0,3,1.75
0,3,0,0,2,0,245000.0,3,1.75
0,4,0,0,3,0,485000.0,4,1.75
0,3,0,0,2,0,684000.0,4,3.5
0,3,0,0,2,0,425000.0,3,1.75
0,4,0,0,3,0,309600.0,4,1.75
0,3,0,0,2,0,552250.0,4,2.5
0,3,0,0,2,0,165000.0,4,1.0
0,3,0,0,2,0,239900.0,4,1.0
0,4,0,0,3,0,320000.0,2,1.0
0,4,0,0,3,0,206600.0,3,2.0
0,3,0,0,2,0,387000.0,4,1.75
0,3,0,0,2,0,299000.0,1,0.75
0,3,0,0,2,0,855000.0,4,2.75
0,4,0,0,3,0,315000.0,3,1.0
2,5,0,2,4,0,437500.0,2,1.0
0,4,0,0,3,0,252000.0,4,1.5
0,5,0,0,4,0,375000.0,4,1.75
0,3,0,0,2,0,300000.0,4,2.5
0,4,0,0,3,0,420000.0,4,1.0
0,3,0,0,2,0,900000.0,3,1.0
2,3,0,2,2,0,679900.0,3,2.5
0,3,0,0,2,0,463000.0,3,2.5
0,4,0,0,3,0,380000.0,5,2.5
0,3,0,0,2,0,329500.0,4,2.5
0,3,0,0,2,0,604950.0,3,2.5
2,4,0,2,3,0,795000.0,5,2.5
0,3,0,0,2,0,465000.0,3,2.0
0,3,0,0,2,0,673000.0,4,2.5
0,3,0,0,2,0,810000.0,4,2.5
0,4,0,0,3,0,785000.0,4,2.75
0,3,0,0,2,0,338000.0,4,3.0
0,3,0,0,2,0,280000.0,3,2.25
0,5,0,0,4,0,315000.0,4,2.25
0,5,0,0,4,0,530000.0,4,2.25
0,3,0,0,2,0,380000.0,5,3.0
0,3,0,0,2,0,297000.0,3,2.25
0,3,0,0,2,0,730000.0,4,2.5
0,3,0,0,2,0,450000.0,3,1.75
0,3,0,0,2,0,275000.0,3,3.0
0,3,0,0,2,0,595000.0,4,2.0
0,3,0,0,2,0,435000.0,3,1.5
0,1,0,0,0,0,270000.0,2,1.5
0,3,0,0,2,0,950000.0,3,3.0
0,3,0,0,2,0,389000.0,4,2.25
0,3,0,0,2,0,560000.0,4,2.25
2,3,0,2,2,0,1350000.0,5,3.5
0,4,0,0,3,0,799000.0,4,2.25
0,4,0,0,3,0,365500.0,3,2.0
0,3,0,0,2,0,252350.0,3,2.0
0,3,0,0,2,0,403950.0,4,2.5
0,3,0,0,2,0,385000.0,4,1.5
0,3,0,0,2,0,345000.0,4,1.0
0,4,0,0,3,0,490000.0,3,2.75
0,3,0,0,2,0,330000.0,3,2.5
0,3,0,0,2,0,927000.0,4,2.75
1,4,0,1,3,0,1118000.0,4,2.5
0,5,0,0,4,0,330000.0,2,1.0
0,4,0,0,3,0,530000.0,5,2.25
0,1,0,0,0,0,365000.0,4,2.0
0,3,0,0,2,0,378750.0,3,2.5
0,4,0,0,3,0,269900.0,4,1.75
0,3,0,0,2,0,557000.0,3,3.5
0,4,0,0,3,0,360000.0,4,1.75
0,4,0,0,3,0,352000.0,2,1.0
0,3,0,0,2,0,437000.0,3,2.5
0,3,0,0,2,0,322500.0,4,2.5
0,3,0,0,2,0,650000.0,3,3.25
0,3,0,0,2,0,450000.0,3,2.0
0,3,0,0,2,0,278500.0,3,2.0
0,3,0,0,2,0,364950.0,4,2.5
4,4,0,4,3,0,840000.0,4,3.5
0,3,0,0,2,0,268000.0,3,2.5
0,3,0,0,2,0,517534.0,2,1.0
0,4,0,0,3,0,632925.0,3,2.5
0,3,0,0,2,0,577500.0,3,2.5
2,3,0,2,2,0,339000.0,4,1.5
0,4,0,0,3,0,570000.0,3,1.75
0,3,0,0,2,0,563500.0,4,1.75
0,5,0,0,4,0,423000.0,4,2.25
0,3,0,0,2,0,355000.0,3,2.25
0,3,0,0,2,0,1550000.0,5,4.25
0,3,0,0,2,0,482000.0,2,1.0
0,5,0,0,4,0,625000.0,3,1.75
0,3,0,0,2,0,538000.0,3,2.5
0,4,0,0,3,0,380000.0,3,2.5
0,3,0,0,2,0,375000.0,2,1.0
0,5,0,0,4,0,245000.0,3,2.5
0,4,0,0,3,0,310000.0,5,1.75
0,4,0,0,3,0,1300000.0,3,2.0
0,3,0,0,2,0,397000.0,4,2.0
0,3,0,0,2,0,365000.0,3,2.5
0,3,0,0,2,0,328500.0,4,3.0
0,3,0,0,2,0,988000.0,4,3.0
0,5,0,0,4,0,1000000.0,4,2.5
0,3,0,0,2,0,237000.0,3,2.5
0,3,0,0,2,0,525000.0,4,2.5
0,3,0,0,2,0,749000.0,4,2.5
0,3,0,0,2,0,722500.0,5,2.5
0,3,0,0,2,0,843000.0,3,2.5
0,3,0,0,2,0,438000.0,2,2.0
2,3,0,2,2,0,578000.0,3,1.75
0,5,0,0,4,0,227950.0,3,1.5
0,3,0,0,2,0,196000.0,3,2.25
0,3,0,0,2,0,641000.0,2,1.0
0,4,0,0,3,0,350000.0,3,1.5
0,4,0,0,3,0,205000.0,3,1.0
0,3,0,0,2,0,400000.0,3,1.75
0,3,0,0,2,0,1030000.0,3,2.5
0,3,0,0,2,0,505000.0,3,2.0
0,3,0,0,2,0,475000.0,5,2.5
0,5,0,0,4,0,520000.0,3,2.25
2,3,0,2,2,0,1450000.0,3,4.5
0,3,0,0,2,0,333500.0,3,1.75
0,4,0,0,3,0,232000.0,3,1.0
0,4,0,0,3,0,691100.0,3,2.75
0,4,0,0,3,0,811000.0,3,1.75
0,3,0,0,2,0,551000.0,3,2.5
0,3,0,0,2,0,496500.0,3,2.5
3,4,1,3,3,1,705000.0,3,3.0
2,5,0,2,4,0,578000.0,4,2.5
0,5,0,0,4,0,255000.0,3,1.75
0,3,0,0,2,0,1050000.0,4,3.5
0,4,0,0,3,0,348000.0,3,2.25
0,3,0,0,2,0,230000.0,3,2.0
0,3,0,0,2,0,359500.0,4,2.25
0,3,0,0,2,0,330000.0,3,1.0
0,2,0,0,1,0,80000.0,1,0.75
0,3,0,0,2,0,465000.0,3,1.75
0,3,0,0,2,0,325000.0,4,2.5
0,4,0,0,3,0,340500.0,3,2.0
0,3,0,0,2,0,342500.0,3,2.5
0,3,0,0,2,0,290900.0,2,2.0
0,3,0,0,2,0,868700.0,3,4.25
1,3,0,1,2,0,1199000.0,4,2.75
0,3,0,0,2,0,1150000.0,4,3.25
0,3,0,0,2,0,859900.0,4,2.75
0,3,0,0,2,0,520000.0,4,2.25
2,3,0,2,2,0,460000.0,3,2.5
0,3,0,0,2,0,438924.0,3,1.5
0,3,0,0,2,0,315000.0,2,1.0
2,3,0,2,2,0,590000.0,4,2.75
0,3,0,0,2,0,378500.0,4,1.75
0,4,0,0,3,0,328500.0,3,2.5
0,4,0,0,3,0,849950.0,3,3.0
2,3,0,2,2,0,525000.0,3,1.5
0,3,0,0,2,0,1385000.0,4,3.25
0,4,0,0,3,0,295000.0,4,2.5
0,3,0,0,2,0,1067000.0,6,3.5
0,3,0,0,2,0,207950.0,2,2.0
0,3,0,0,2,0,699900.0,4,2.75
1,4,0,1,3,0,1280000.0,5,2.5
0,4,0,0,3,0,452000.0,4,1.5
1,4,0,1,3,0,370000.0,3,2.0
0,5,0,0,4,0,232000.0,3,1.75
0,4,0,0,3,0,669950.0,5,2.5
0,3,0,0,2,0,397500.0,3,2.0
0,3,0,0,2,0,490000.0,2,2.5
0,3,0,0,2,0,725000.0,4,2.0
2,4,0,2,3,0,299000.0,3,2.75
0,4,0,0,3,0,625000.0,2,1.5
0,3,0,0,2,0,437500.0,3,2.5
0,3,0,0,2,0,650000.0,4,2.5
0,3,0,0,2,0,475000.0,2,1.0
0,4,0,0,3,0,342000.0,3,2.0
0,3,0,0,2,0,1197350.0,4,2.5
0,4,0,0,3,0,280000.0,3,1.5
0,3,0,0,2,0,240000.0,2,1.75
0,4,0,0,3,0,529000.0,3,1.0
0,4,0,0,3,0,442000.0,3,1.0
0,4,0,0,3,0,615000.0,2,1.0
0,3,0,0,2,0,1485000.0,4,3.75
0,4,0,0,3,0,585000.0,4,1.75
0,3,0,0,2,0,480000.0,4,2.5
0,4,0,0,3,0,1095000.0,5,3.5
0,3,0,0,2,0,290000.0,4,1.0
0,5,0,0,4,0,615000.0,3,1.75
0,4,0,0,3,0,300000.0,2,1.0
0,3,0,0,2,0,308000.0,3,1.0
0,3,0,0,2,0,750000.0,3,2.5
0,5,0,0,4,0,2250000.0,4,2.25
0,3,0,0,2,0,890000.0,4,3.25
0,5,0,0,4,0,288000.0,3,1.0
0,3,0,0,2,0,190000.0,2,1.0
0,3,0,0,2,0,515000.0,5,3.0
0,4,0,0,3,0,235000.0,4,1.5
0,3,0,0,2,0,275000.0,2,1.0
0,4,0,0,3,0,727500.0,2,2.0
0,3,0,0,2,0,650000.0,4,2.5
3,3,0,3,2,0,1600000.0,6,5.0
0,3,0,0,2,0,365000.0,4,1.0
0,3,0,0,2,0,662000.0,3,1.75
0,3,0,0,2,0,270500.0,3,2.5
0,3,0,0,2,0,200000.0,2,1.5
0,3,0,0,2,0,970000.0,4,3.25
0,4,0,0,3,0,160000.0,3,1.5
0,4,0,0,3,0,204000.0,3,1.0
0,4,0,0,3,0,358000.0,3,2.25
0,3,0,0,2,0,452000.0,4,1.75
0,4,0,0,3,0,595000.0,2,2.0
0,3,0,0,2,0,249000.0,3,2.0
0,3,0,0,2,0,346900.0,4,2.5
4,4,1,4,3,1,2125000.0,3,2.5
0,3,0,0,2,0,280000.0,4,2.5
0,4,0,0,3,0,318888.0,4,1.75
0,3,0,0,2,0,530000.0,3,2.25
0,4,0,0,3,0,375000.0,3,2.25
0,3,0,0,2,0,910000.0,4,2.5
0,4,0,0,3,0,782000.0,4,2.5
0,3,0,0,2,0,259950.0,2,2.0
0,4,0,0,3,0,315000.0,4,2.75
0,4,0,0,3,0,215000.0,2,1.0
2,4,0,2,3,0,705000.0,3,1.75
3,5,0,3,4,0,1450000.0,3,3.0
0,3,0,0,2,0,451000.0,3,1.75
0,4,0,0,3,0,261000.0,2,1.0
0,5,0,0,4,0,396000.0,3,1.5
3,3,0,3,2,0,725000.0,4,2.5
1,3,0,1,2,0,1950000.0,7,3.5
0,3,0,0,2,0,238000.0,4,1.0
0,4,0,0,3,0,750000.0,6,1.75
0,3,0,0,2,0,331500.0,4,2.5
0,3,0,0,2,0,460000.0,4,3.0
0,4,0,0,3,0,404950.0,4,2.25
0,3,0,0,2,0,880000.0,3,2.5
0,3,0,0,2,0,863000.0,4,2.5
0,3,0,0,2,0,638700.0,3,1.75
0,3,0,0,2,0,435000.0,3,2.5
0,4,0,0,3,0,260000.0,3,1.0
0,5,0,0,4,0,671500.0,5,2.75
0,3,0,0,2,0,610000.0,3,1.0
0,4,0,0,3,0,405000.0,2,0.75
0,3,0,0,2,0,338900.0,4,2.5
0,3,0,0,2,0,720000.0,4,4.0
0,4,0,0,3,0,442000.0,5,3.0
0,5,0,0,4,0,650000.0,5,2.75
0,3,0,0,2,0,263500.0,3,1.75
0,4,0,0,3,0,300000.0,2,1.0
0,3,0,0,2,0,266000.0,3,2.5
2,3,0,2,2,0,930000.0,4,4.0
0,3,0,0,2,0,530000.0,4,2.5
0,4,0,0,3,0,180000.0,3,1.0
0,3,0,0,2,0,619000.0,3,2.5
0,4,0,0,3,0,264000.0,3,1.5
4,4,0,4,3,0,730000.0,2,2.25
0,3,0,0,2,0,439000.0,4,2.25
0,4,0,0,3,0,268500.0,4,1.75
0,3,0,0,2,0,330000.0,3,1.75
0,3,0,0,2,0,640000.0,3,2.5
0,4,0,0,3,0,900000.0,3,2.5
0,4,0,0,3,0,370000.0,3,2.25
0,5,0,0,4,0,685000.0,3,2.0
0,3,0,0,2,0,505000.0,3,1.5
0,4,0,0,3,0,265000.0,3,1.75
0,3,0,0,2,0,290000.0,3,2.5
0,3,0,0,2,0,296000.0,4,2.5
0,3,0,0,2,0,360000.0,4,2.5
0,3,0,0,2,0,240500.0,3,1.75
0,3,0,0,2,0,372500.0,2,2.5
2,3,0,2,2,0,595000.0,3,2.5
0,3,0,0,2,0,515000.0,4,3.0
0,4,0,0,3,0,1220000.0,4,2.25
0,3,0,0,2,0,507000.0,2,1.75
0,3,0,0,2,0,399950.0,4,2.0
0,3,0,0,2,0,185000.0,3,1.75
